Years of Education,Weekly Working Hours,Age,English Proficiency,Residence Area,Monthly Income (MXN)
11,28,29,3,1,25700.90945701868
12,32,19,4,1,25215.32569624315
11,45,34,5,1,25821.57195479
10,57,52,1,0,31826.306139620472
13,32,27,1,1,29557.609085042364
10,58,39,3,0,26984.895222104387
14,47,58,5,0,37007.79704774501
11,38,60,2,1,30275.478666974668
14,43,38,1,1,32670.632074147557
19,38,32,3,1,40179.524282862796
18,32,52,1,0,38049.247628118275
17,32,38,1,1,35021.06509974771
9,47,38,1,0,24157.420260794835
14,21,38,3,0,29809.449617066522
17,29,61,3,1,34787.84156450449
19,41,49,4,1,40231.80109292047
12,32,22,4,1,27511.581350744997
19,28,56,4,0,39365.029971265045
20,52,26,1,1,46418.157023070584
10,33,35,5,0,26285.71462166779
12,39,38,3,1,31102.67330584923
9,34,25,4,0,24507.87759631595
11,51,61,5,1,32317.383611110396
18,52,51,4,1,41436.32831581679
17,36,27,4,0,32972.31161165492
18,43,58,5,0,38492.82735345954
13,49,41,4,1,35694.76113782793
19,32,57,1,0,39355.5824603496
14,35,41,1,0,33887.82821959679
11,21,49,1,0,22656.25003914331
13,36,50,2,0,31334.697701529116
19,51,55,4,1,46735.40616140528
16,27,61,2,0,36032.156639011715
14,22,51,3,1,31085.009423049592
12,31,28,5,1,25827.40447598263
10,39,48,3,1,25794.603195304866
17,35,35,2,0,35910.073696350264
20,33,40,1,1,38348.65429259978
9,35,39,4,1,24185.08425545964
9,52,60,4,1,31862.4730376281
12,49,35,1,1,28765.897541971717
15,31,57,4,1,35684.35743262377
9,34,64,5,0,28691.819510609086
17,37,58,5,1,38179.5322607449
12,47,64,5,0,33866.72668782732
11,42,56,3,1,29541.032127958675
9,33,37,1,1,23179.915951484094
18,49,30,5,0,41436.24049921679
12,52,62,2,0,36049.994233873236
17,34,18,5,1,34886.86943251309
18,26,21,3,1,35515.83986629328
14,34,41,2,1,32300.056232335963
14,57,53,1,1,35246.25976440395
9,30,53,1,1,26927.994893155697
18,48,62,5,0,41013.01549818384
10,50,19,2,1,26699.719378956004
19,44,45,2,1,43506.50136916073
14,43,43,5,0,31097.532747413967
10,38,40,5,0,27849.072679141434
11,21,32,4,1,21515.771108452507
12,41,53,4,0,32689.482880291926
19,39,44,5,0,43105.3359212502
13,52,23,3,0,30724.94326972767
17,27,52,4,1,34364.80468259973
20,44,56,5,1,44552.0732213082
12,28,55,2,1,27301.98628291153
19,53,52,4,0,39945.53790263353
17,42,53,3,1,39149.388969787295
19,24,27,1,1,36670.2373616552
18,44,47,2,0,39843.064835433346
11,27,58,3,1,27926.17203800449
16,35,55,3,0,38597.75981317275
20,34,46,3,0,40684.26243849348
9,20,60,2,0,23046.73904824736
19,41,56,3,0,42260.52639262327
17,22,21,1,1,31372.058210368647
17,57,22,4,1,38472.57467109439
18,33,21,2,1,39117.21763254461
10,55,53,3,0,31551.466061576204
12,37,62,5,1,31006.380391432165
16,60,33,4,1,42068.602010907234
15,37,42,2,0,36270.7869947969
9,22,31,5,0,22248.54035531144
13,29,28,5,1,26880.597619356617
15,58,46,3,0,44164.724265650584
12,20,51,2,1,23968.46829975763
9,46,39,3,0,23037.604843551067
17,46,31,1,0,38565.8045682497
13,30,41,5,1,28886.174011346808
19,24,56,1,0,33945.8384083806
10,26,43,3,0,24218.42983129763
16,38,60,4,0,37757.753910521744
19,48,53,5,1,43063.49547644213
10,34,56,4,1,28004.445980981574
11,54,33,2,1,29660.44029983242
18,56,55,5,0,43422.73369930006
9,31,49,1,0,27216.260782052577
19,49,23,4,0,42517.669066914284
10,39,51,2,0,27482.757522551703
15,56,25,5,1,37296.45656057177
18,22,47,2,1,37847.25071479852
10,28,44,1,0,23124.88736188607
14,60,24,5,1,36060.83926066715
11,58,44,2,1,32812.639269719104
12,45,42,3,1,32515.262717994443
19,21,63,5,0,37112.044056205676
16,42,58,5,1,38131.62043113891
11,42,32,5,1,26591.366085496
18,40,42,5,1,39864.08078529803
14,35,39,3,1,30249.579543871936
9,28,35,1,1,21509.389240678283
15,32,29,3,0,32045.27663977066
16,47,40,3,1,35519.50750095874
19,46,62,2,1,40668.41888551917
16,36,56,4,0,38878.35424945315
11,57,42,4,1,30813.191255190868
18,55,27,2,0,37900.45321077371
9,20,47,3,0,19982.762785643972
17,37,27,2,0,35400.494183355426
14,28,51,5,0,34854.163182829776
19,32,63,2,1,40920.594106318145
17,59,30,2,1,41465.74027616915
15,34,46,5,0,33131.60206878519
9,23,55,4,1,23971.70994339859
20,52,58,5,0,45786.613292811766
20,43,62,1,1,45940.1766484415
9,55,26,2,1,24834.849233822006
14,60,30,2,0,36150.40447332015
13,29,54,4,1,31007.395025482456
17,55,31,3,0,40391.82490221372
10,39,54,5,1,25508.396791158644
16,60,26,3,1,37648.094844982304
19,30,25,1,1,38202.013748602025
13,31,56,5,0,31751.6578989756
10,37,57,1,0,31567.657924658834
18,49,20,1,0,37741.283737944425
19,56,64,1,1,42125.57822406622
19,39,57,5,0,41067.341846859475
20,44,50,5,0,38476.03968035454
14,31,49,4,0,33504.299548164396
18,40,24,2,1,37393.644891054246
16,44,36,3,1,37196.61214802711
12,30,51,3,1,30215.223246116915
10,28,31,1,1,25779.85675488232
20,44,64,5,0,40018.031431034135
19,54,63,5,1,41516.003390538295
13,51,36,1,0,31789.184919079056
20,33,43,2,1,40292.20422813994
10,20,34,3,0,22799.138253209025
10,36,45,4,0,26949.614233224183
14,44,36,2,1,33751.255425364536
19,27,44,5,0,35173.92277186497
18,24,36,1,0,33810.38587316574
17,24,50,3,0,34655.1586261941
12,60,24,1,0,32098.60485996544
14,54,46,5,1,35399.11719508992
15,38,60,1,1,36608.684253875865
19,42,22,3,0,36817.54464487414
14,28,47,1,1,30334.82798481645
16,49,60,3,0,40805.95209843604
12,35,25,1,0,27908.91777923481
20,52,59,1,1,45553.2547214109
9,21,29,3,0,19898.648800722265
15,33,59,1,1,34047.83899245414
11,20,30,2,0,22829.920381236192
14,45,43,4,1,33292.394711057204
10,44,35,2,1,26571.188600548132
17,35,59,4,0,38991.401651257176
9,34,37,2,1,24549.69847699655
14,45,33,4,0,30674.141510997866
14,35,54,1,1,36983.526700025315
13,33,20,3,0,27013.683772292225
13,48,44,3,1,34437.75940673376
9,43,32,5,1,23156.68453272845
18,34,51,4,1,41825.35150435877
20,38,62,5,0,44876.38419259585
13,27,39,5,1,29564.944892251537
10,53,57,4,0,30942.22261574319
15,21,40,3,1,27019.88154837652
11,46,21,4,1,31125.643467865484
12,29,58,1,0,31307.38119662378
11,54,40,5,1,30657.04176684932
11,42,64,5,0,32257.174653604005
12,27,26,4,0,23378.77063010409
13,47,41,5,0,29186.90527572397
9,42,38,3,0,25732.89386036327
12,23,58,5,0,26804.961941994916
20,33,63,4,1,41934.78587290962
20,48,33,3,0,42794.606920653016
19,20,42,3,1,34325.44498811425
16,23,43,5,0,32739.619459299924
18,51,62,4,0,41191.702151502766
15,52,26,5,1,37524.94468295445
17,45,32,1,1,37499.32479243167
13,36,56,1,0,33355.117061093704
18,58,50,3,0,40054.853658735396
12,42,18,5,1,29379.51526506823
16,51,22,1,1,39394.447382342754
17,34,26,2,0,35135.221576076554
15,32,61,1,0,36044.2822175518
15,21,23,5,0,28523.830871844617
13,38,45,5,1,32350.57524524978
12,43,62,1,0,36002.36502524743
18,43,43,5,1,44392.51569380983
9,30,45,5,1,24634.3611240997
18,41,57,2,0,38860.63764367777
18,34,32,3,0,38246.61390965089
15,29,23,5,1,28124.714441558666
9,60,44,4,0,28651.163047968697
9,46,55,3,0,27179.627004167985
13,28,21,3,1,31282.34973207588
17,47,28,4,0,40557.418314765324
14,20,38,1,1,31243.253093097657
11,36,47,2,1,30041.5440337404
11,50,35,5,0,28183.180973050086
15,29,52,1,1,33972.43420991247
14,56,20,4,1,37875.835229276105
17,48,29,2,0,38895.07354145955
14,37,44,2,1,34860.294923596084
13,57,47,2,0,32380.344306480947
18,58,38,4,1,43843.75164981129
15,25,55,1,1,30891.33383193928
9,59,38,5,1,28658.195982287405
20,31,55,2,1,44544.06324405689
15,33,57,2,1,35494.32606186426
11,29,32,1,1,27130.03183297464
17,39,35,2,1,36430.03852161532
14,34,46,2,0,28547.973866318778
17,50,55,4,1,39129.43402514293
13,26,38,3,0,29860.485864324248
15,60,34,1,1,38569.42742083416
12,29,58,1,1,32924.86987666728
15,29,35,1,0,32053.206364889807
9,58,54,4,0,28714.39144764196
15,47,55,4,0,37348.350781989844
16,49,29,5,1,38695.65521518455
13,56,28,4,0,29985.809128060817
10,22,37,1,1,23791.295874440162
13,34,26,5,1,26379.012446561454
14,40,18,3,0,31125.426509583594
20,56,20,2,1,44652.8878663584
10,31,38,2,0,26103.747410372496
14,23,40,5,0,32280.777047427695
14,28,26,3,0,29701.461326293105
9,58,36,2,0,29727.16415407793
9,47,62,5,1,30197.107925185326
19,42,63,4,1,41260.55079598303
18,59,36,1,0,42145.04252559271
11,41,40,3,0,23782.023291981055
18,43,44,2,1,40753.7616367419
18,45,44,1,1,34896.84055202386
20,49,56,5,0,47098.19172221473
11,52,53,2,1,35506.62313827787
12,35,29,1,1,28897.453552563573
10,41,44,4,1,28906.152520674255
17,37,63,3,1,41609.743984396766
18,26,51,5,0,36430.33532916541
20,45,50,2,1,41455.01155669319
19,27,45,4,0,38228.02527969229
15,25,48,3,0,30774.1502955671
15,49,49,3,0,37353.52405069636
14,58,37,4,1,36809.476126035006
11,42,57,2,1,29643.563995559383
14,51,52,3,0,34972.56206925191
20,41,48,5,1,38691.73681216006
16,28,48,1,0,34062.36832483556
16,50,55,5,0,38626.30591228617
19,26,39,3,1,36868.12333890347
17,28,62,1,1,38763.2710231159
9,32,58,4,1,29630.550784830066
9,22,26,1,0,19786.241221817567
11,54,26,1,0,30672.10657834858
11,52,32,1,1,30608.078132924857
18,40,30,3,0,40269.29972886121
16,50,39,2,0,36076.44405165077
18,53,33,3,0,39017.41665892543
9,51,49,2,1,26950.44308126228
10,54,19,4,1,23164.982106805946
10,34,43,4,1,26007.990150816502
11,51,31,4,0,27694.702620021188
14,25,55,4,1,32002.355384609527
9,40,51,4,0,21815.175811094356
10,52,25,5,0,27785.981733048397
9,51,53,3,0,28487.658902742176
13,38,38,2,1,29810.07474984751
15,52,63,4,0,41196.409962772486
16,47,60,5,1,37790.782361517355
18,50,45,5,0,42107.463243334656
9,40,63,5,1,26536.33862020811
15,53,61,3,1,42518.0820462045
13,34,23,4,1,28326.080770587283
18,33,37,5,1,38651.61595135235
9,38,48,5,1,27119.38302828729
11,34,50,4,1,30591.257552343046
15,25,61,3,1,33892.1665182319
18,28,24,5,1,32365.07821162599
9,56,25,2,0,28085.963459013703
15,39,26,1,0,33454.27728953125
13,53,19,1,0,25927.643786081197
9,57,34,1,0,24956.152453208808
9,45,62,3,0,30111.882699503825
9,37,54,5,1,29140.788989589357
19,47,59,1,1,43634.60049374748
17,28,61,1,1,38818.46390717513
19,51,34,4,1,42318.31988048788
11,25,55,5,1,27072.81481328054
13,33,52,5,0,31013.642460207695
19,47,64,4,0,44461.44497040809
18,43,56,5,1,41976.81133479364
20,32,47,2,0,40296.56923350063
17,31,23,3,0,36493.399650032195
14,38,21,4,1,28699.589549830067
20,40,54,1,1,46802.28953038533
17,46,52,5,0,39469.01694650359
16,38,26,2,0,34095.93113874991
16,43,23,2,1,33644.66571734186
9,45,30,3,0,26318.84442308896
17,47,39,2,1,38046.68085638165
14,37,45,5,0,31949.149540568018
17,55,47,5,0,42425.942243939084
11,48,53,2,1,33722.35540211928
20,36,19,5,0,37015.78884849028
11,23,53,5,1,28051.156493187143
14,48,25,1,0,35595.783340842674
17,23,62,4,0,32770.01406770682
15,29,59,5,1,32507.852060362387
11,44,26,5,0,30347.6631093358
11,50,18,3,1,29046.311201130127
10,22,30,4,1,25818.581341368896
17,21,32,4,0,32545.380890256733
11,44,49,4,1,29147.937078422296
19,25,51,2,1,41322.72563740923
13,45,60,1,1,32828.772498541286
17,27,48,1,0,35211.87269724437
16,54,31,3,1,39018.96695860599
10,46,64,4,1,31916.92743601783
11,44,31,4,0,26804.694839905475
10,37,46,5,1,27521.368472975093
16,20,64,2,1,33818.193082192745
14,58,36,2,1,32834.546310199745
14,22,44,3,0,28877.84005128722
20,23,26,1,0,33931.42324001
17,60,54,4,0,41581.082113570104
16,56,54,3,0,38196.80377633674
12,34,60,2,0,32347.649806709305
20,27,45,2,0,40500.727885631175
12,57,41,2,1,36577.24374805241
17,38,45,4,0,35756.469812398136
9,45,53,4,0,28046.55143343245
10,58,35,4,0,27894.053189748556
10,29,42,5,0,23736.835956284776
14,57,52,1,1,36801.06662113135
